0,0020;-0,0179;-0,1501;-0,1776;-0,1331;-0,0106;0,0084;
0,0100;-0,0179;-0,1501;-0,1776;-0,1331;-0,0106;0,0084;
0,0100;-0,0179;-0,1501;-0,1776;0,0512;-0,0010;-0,0087;
0,0110;0,0038;-0,0508;-0,0407;0,0512;-0,0010;-0,0087;
0,0170;0,0038;-0,0508;-0,0407;0,0512;-0,0010;-0,0087;
0,0270;0,0038;-0,0508;-0,0407;0,0512;-0,0010;-0,0087;
0,0380;0,0038;-0,0508;-0,0407;0,0512;-0,0010;-0,0087;
0,0470;0,0038;-0,0508;-0,0407;0,0512;-0,0010;-0,0087;
0,0570;0,0038;-0,0508;-0,0407;0,0512;-0,0010;-0,0087;
0,0670;0,0038;-0,0508;-0,0407;0,0512;-0,0010;-0,0087;
0,0770;0,0038;-0,0508;-0,0407;0,0512;-0,0010;-0,0087;
0,0870;0,0038;-0,0508;-0,0407;0,0512;-0,0010;-0,0087;
0,0890;0,0038;-0,0508;-0,0407;0,0512;-0,0010;-0,0087;
0,0970;0,0038;-0,0508;-0,0407;0,0512;-0,0010;-0,0087;
0,1070;0,0038;-0,0508;-0,0407;0,0512;-0,0010;-0,0087;
0,1070;0,0038;-0,0508;-0,0407;0,1044;-0,0021;-0,0129;
0,1080;0,0338;0,0702;0,3835;0,1044;-0,0021;-0,0129;
0,1170;0,0338;0,0702;0,3835;0,1044;-0,0021;-0,0129;
0,1270;0,0338;0,0702;0,3835;0,1044;-0,0021;-0,0129;
0,1380;0,0338;0,0702;0,3835;0,1044;-0,0021;-0,0129;
0,1470;0,0338;0,0702;0,3835;0,1044;-0,0021;-0,0129;
0,1570;0,0338;0,0702;0,3835;0,1044;-0,0021;-0,0129;
0,1670;0,0338;0,0702;0,3835;0,1044;-0,0021;-0,0129;
0,1780;0,0338;0,0702;0,3835;0,1044;-0,0021;-0,0129;
0,1880;0,0338;0,0702;0,3835;0,1044;-0,0021;-0,0129;
0,1890;0,0338;0,0702;0,3835;0,1044;-0,0021;-0,0129;
0,1980;0,0338;0,0702;0,3835;0,1044;-0,0021;-0,0129;
0,2070;0,0338;0,0702;0,3835;0,1044;-0,0021;-0,0129;
0,2070;0,0338;0,0702;0,3835;-0,0820;-0,0063;0,0148;
0,2070;-0,0517;-0,0990;-0,3086;-0,0820;-0,0063;0,0148;
0,2180;-0,0517;-0,0990;-0,3086;-0,0820;-0,0063;0,0148;
0,2270;-0,0517;-0,0990;-0,3086;-0,0820;-0,0063;0,0148;
0,2380;-0,0517;-0,0990;-0,3086;-0,0820;-0,0063;0,0148;
0,2480;-0,0517;-0,0990;-0,3086;-0,0820;-0,0063;0,0148;
0,2580;-0,0517;-0,0990;-0,3086;-0,0820;-0,0063;0,0148;
0,2670;-0,0517;-0,0990;-0,3086;-0,0820;-0,0063;0,0148;
0,2770;-0,0517;-0,0990;-0,3086;-0,0820;-0,0063;0,0148;
0,2870;-0,0517;-0,0990;-0,3086;-0,0820;-0,0063;0,0148;
0,2900;-0,0517;-0,0990;-0,3086;-0,0820;-0,0063;0,0148;
0,2980;-0,0517;-0,0990;-0,3086;-0,0820;-0,0063;0,0148;
0,3070;-0,0517;-0,0990;-0,3086;-0,0820;-0,0063;0,0148;
0,3080;-0,0517;-0,0990;-0,3086;-0,0511;0,0054;0,0094;
0,3080;-0,0261;-0,1079;-0,2004;-0,0511;0,0054;0,0094;
0,3180;-0,0261;-0,1079;-0,2004;-0,0511;0,0054;0,0094;
0,3270;-0,0261;-0,1079;-0,2004;-0,0511;0,0054;0,0094;
0,3380;-0,0261;-0,1079;-0,2004;-0,0511;0,0054;0,0094;
0,3470;-0,0261;-0,1079;-0,2004;-0,0511;0,0054;0,0094;
0,3580;-0,0261;-0,1079;-0,2004;-0,0511;0,0054;0,0094;
0,3670;-0,0261;-0,1079;-0,2004;-0,0511;0,0054;0,0094;
0,3770;-0,0261;-0,1079;-0,2004;-0,0511;0,0054;0,0094;
0,3880;-0,0261;-0,1079;-0,2004;-0,0511;0,0054;0,0094;
0,3900;-0,0261;-0,1079;-0,2004;-0,0511;0,0054;0,0094;
0,3980;-0,0261;-0,1079;-0,2004;-0,0511;0,0054;0,0094;
0,4080;0,0595;0,0091;0,3014;-0,0511;0,0054;0,0094;
0,4090;0,0595;0,0091;0,3014;-0,0511;0,0054;0,0094;
0,4090;0,0595;0,0091;0,3014;0,0767;0,0054;-0,0065;
0,4100;0,0595;0,0091;0,3014;0,0767;0,0054;-0,0065;
0,4180;0,0595;0,0091;0,3014;0,0767;0,0054;-0,0065;
0,4280;0,0595;0,0091;0,3014;0,0767;0,0054;-0,0065;
0,4380;0,0595;0,0091;0,3014;0,0767;0,0054;-0,0065;
0,4480;0,0595;0,0091;0,3014;0,0767;0,0054;-0,0065;
0,4580;0,0595;0,0091;0,3014;0,0767;0,0054;-0,0065;
0,4670;0,0595;0,0091;0,3014;0,0767;0,0054;-0,0065;
0,4780;0,0595;0,0091;0,3014;0,0767;0,0054;-0,0065;
0,4890;0,0595;0,0091;0,3014;0,0767;0,0054;-0,0065;
0,4910;0,0595;0,0091;0,3014;0,0767;0,0054;-0,0065;
0,4980;0,0595;0,0091;0,3014;0,0767;0,0054;-0,0065;
0,5090;0,0595;0,0091;0,3014;0,0767;0,0054;-0,0065;
0,5090;0,0595;0,0091;0,3014;0,0000;0,0011;0,0020;
0,5090;-0,0139;-0,0397;0,0317;0,0000;0,0011;0,0020;
0,5180;-0,0139;-0,0397;0,0317;0,0000;0,0011;0,0020;
0,5290;-0,0139;-0,0397;0,0317;0,0000;0,0011;0,0020;
0,5340;-0,0139;-0,0397;0,0317;0,0000;0,0011;0,0020;
0,5380;-0,0139;-0,0397;0,0317;0,0000;0,0011;0,0020;
0,5490;-0,0139;-0,0397;0,0317;0,0000;0,0011;0,0020;
0,5580;-0,0139;-0,0397;0,0317;0,0000;0,0011;0,0020;
0,5690;-0,0139;-0,0397;0,0317;0,0000;0,0011;0,0020;
0,5780;-0,0139;-0,0397;0,0317;0,0000;0,0011;0,0020;
0,5890;-0,0139;-0,0397;0,0317;0,0000;0,0011;0,0020;
0,5920;-0,0139;-0,0397;0,0317;0,0000;0,0011;0,0020;
0,5980;-0,0139;-0,0397;0,0317;0,0000;0,0011;0,0020;
0,6090;-0,0572;-0,1131;-0,1935;0,0000;0,0011;0,0020;
0,6090;-0,0572;-0,1131;-0,1935;0,0000;0,0011;0,0020;
0,6090;-0,0572;-0,1131;-0,1935;-0,0554;-0,0042;-0,0012;
0,6180;-0,0572;-0,1131;-0,1935;-0,0554;-0,0042;-0,0012;
0,6290;-0,0572;-0,1131;-0,1935;-0,0554;-0,0042;-0,0012;
0,6390;-0,0572;-0,1131;-0,1935;-0,0554;-0,0042;-0,0012;
0,6490;-0,0572;-0,1131;-0,1935;-0,0554;-0,0042;-0,0012;
0,6590;-0,0572;-0,1131;-0,1935;-0,0554;-0,0042;-0,0012;
0,6590;-0,0572;-0,1131;-0,1935;-0,0554;-0,0042;-0,0012;
0,6690;-0,0572;-0,1131;-0,1935;-0,0554;-0,0042;-0,0012;
0,6780;-0,0572;-0,1131;-0,1935;-0,0554;-0,0042;-0,0012;
0,6890;-0,0572;-0,1131;-0,1935;-0,0554;-0,0042;-0,0012;
0,6920;-0,0572;-0,1131;-0,1935;-0,0554;-0,0042;-0,0012;
0,6980;-0,0572;-0,1131;-0,1935;-0,0554;-0,0042;-0,0012;
