0,014;-0,17;-0,09;0,02
0,015;0,01;-0,05;0,28
0,020;0,25;0,07;0,46
0,038;0,31;0,17;0,62
0,042;0,26;0,15;0,67
0,067;0,22;0,16;0,33
0,067;0,16;0,17;-0,03
0,079;0,15;0,20;-0,23
0,095;0,14;0,19;-0,26
0,096;0,16;0,18;-0,19
0,113;0,10;0,15;-0,06
0,115;0,07;0,06;0,11
0,134;-0,03;0,01;0,25
0,136;-0,05;-0,02;0,18
0,169;-0,03;0,01;0,04
0,170;-0,08;-0,03;-0,11
0,171;-0,12;-0,08;-0,25
0,173;-0,04;0,01;-0,34
0,180;-0,04;0,04;-0,24
0,196;-0,10;-0,01;-0,05
0,212;-0,14;-0,07;0,14
0,214;-0,15;-0,14;0,29
0,230;-0,21;-0,23;0,51
0,273;-0,19;-0,21;0,50
0,275;-0,24;-0,21;0,43
0,276;-0,16;-0,12;0,20
0,277;-0,08;-0,03;0,08
0,279;-0,03;0,04;0,02
0,283;-0,06;0,07;-0,07
0,291;-0,11;0,04;0,00
0,301;-0,06;-0,01;0,10
0,312;-0,08;-0,05;0,28
0,330;-0,15;-0,13;0,42
0,332;-0,20;-0,16;0,41
0,341;-0,18;-0,14;0,24
0,365;-0,11;-0,10;0,10
0,367;-0,04;-0,01;0,00
0,372;0,06;0,06;-0,09
0,381;0,12;0,08;-0,11
0,391;0,06;0,02;-0,04
0,400;0,04;-0,02;0,06
0,411;0,04;-0,04;0,21
0,422;0,05;-0,03;0,27
0,462;0,03;-0,01;0,12
0,464;0,03;-0,01;0,12
0,465;-0,01;0,01;-0,00
0,466;-0,02;0,04;-0,07
0,468;0,00;0,04;-0,11
0,471;0,03;0,03;-0,15
0,482;0,03;-0,00;-0,05
0,491;0,01;0,01;0,09
0,510;0,01;-0,02;0,16
0,515;0,04;-0,02;0,15
0,533;-0,03;-0,05;0,14
0,536;-0,11;-0,10;0,06
0,541;-0,09;-0,07;0,11
0,560;-0,00;0,03;0,07
0,571;0,09;0,12;-0,06
0,572;0,16;0,16;-0,13
0,613;0,11;0,10;-0,11
0,615;0,00;0,02;-0,01
0,616;-0,08;-0,01;0,02
0,617;-0,03;-0,00;-0,05
0,620;0,01;0,05;-0,11
0,632;0,02;0,09;-0,01
0,640;0,02;0,04;-0,01
0,661;0,00;-0,02;0,11
0,664;0,03;-0,07;0,23
0,696;0,01;-0,11;0,31
0,699;0,01;-0,13;0,36
0,701;-0,02;-0,16;0,45
0,702;-0,02;-0,17;0,40
0,711;0,02;-0,09;0,17
0,721;0,04;0,04;-0,02
0,744;0,02;0,13;-0,19
0,747;-0,02;0,14;-0,20
0,776;-0,08;0,08;-0,10
0,779;-0,12;0,05;-0,01
0,781;-0,16;0,00;0,08
0,784;-0,09;0,02;0,06
0,792;-0,00;0,09;0,00
0,802;-0,02;0,07;-0,13
0,812;-0,02;0,06;-0,16
0,830;0,03;0,08;-0,19
0,834;0,12;0,12;-0,18
0,842;0,15;0,14;-0,03
0,878;0,14;0,11;0,05
0,880;0,16;0,12;0,08
0,881;0,17;0,13;0,12
0,883;0,22;0,12;0,15
0,891;0,15;0,10;0,17
0,902;0,14;0,04;0,19
0,911;0,16;0,04;0,15
0,920;0,10;0,05;0,15
0,931;0,02;0,04;0,16
0,943;-0,00;0,01;0,14
0,980;0,07;0,05;0,16
0,982;0,10;0,07;0,22
0,984;0,06;0,06;0,28
0,985;-0,01;0,04;0,21
0,996;-0,09;0,05;0,10
1,000;-0,01;0,06;0,00
1,011;0,12;0,16;-0,02
1,023;0,11;0,18;0,06
1,032;0,08;0,11;0,13
1,056;-0,01;0,08;0,15
1,057;-0,06;0,09;0,10
1,061;-0,09;0,07;0,07
1,072;-0,11;0,04;0,13
1,080;-0,15;0,00;0,09
1,091;-0,18;-0,04;0,03
1,100;-0,18;-0,07;0,10
1,112;-0,06;-0,07;0,16
1,137;0,03;-0,05;0,24
1,140;-0,00;-0,09;0,38
1,149;-0,04;-0,14;0,40
1,203;-0,02;-0,12;0,26
1,206;0,06;-0,02;0,11
1,209;0,01;-0,02;0,05
1,210;-0,08;-0,12;0,13
1,212;-0,15;-0,12;0,16
1,213;-0,08;-0,04;0,16
1,215;-0,07;-0,03;0,16
1,224;-0,06;-0,01;0,11
1,231;-0,02;-0,01;0,10
1,247;0,02;0,03;0,09
1,253;-0,04;0,02;0,09
1,260;-0,08;-0,03;0,09
1,283;-0,10;0,00;0,05
1,286;-0,06;0,05;-0,05
1,291;0,04;0,11;-0,12
1,301;-0,04;0,05;0,06
1,312;-0,17;-0,04;0,20
1,329;-0,22;-0,11;0,22
1,340;-0,18;-0,10;0,20
1,343;-0,03;0,01;0,16
1,381;0,02;0,05;0,09
1,384;0,02;0,05;0,09
1,384;-0,03;0,06;0,06
1,385;-0,03;0,06;0,00
1,385;0,02;0,02;0,03
1,392;0,02;0,02;0,03
1,400;0,02;0,02;0,15
1,411;-0,06;-0,02;0,13
1,434;-0,05;-0,03;0,04
1,446;0,03;0,03;-0,00
1,449;0,10;0,06;-0,04
1,452;0,21;0,09;0,00
1,473;0,23;0,14;0,04
1,474;0,10;0,08;0,08
1,485;0,03;0,06;0,05
1,486;0,03;0,06;0,05
1,491;0,05;0,10;-0,08
1,500;0,05;0,13;-0,07
1,511;0,01;0,08;-0,00
1,520;-0,06;-0,00;0,03
1,530;-0,10;-0,00;0,11
1,563;-0,06;-0,03;0,22
1,565;-0,04;-0,02;0,17
1,566;0,06;0,09;0,07
1,576;0,05;0,08;0,01
1,582;0,04;0,05;0,01
1,592;0,01;0,05;0,06
