0,006;1,06;-0,37;4,73
0,030;0,84;-0,30;4,58
0,036;0,79;-0,23;3,26
0,037;0,54;-0,17;1,60
0,081;0,05;-0,17;0,19
0,082;-0,56;-0,17;-0,77
0,082;-0,91;-0,20;-1,61
0,083;-0,83;-0,20;-1,81
0,087;-0,66;-0,13;-1,26
0,095;-0,10;0,06;-0,62
0,104;0,49;0,36;-0,02
0,115;0,97;0,57;0,64
0,140;1,29;0,67;1,09
0,141;1,18;0,55;1,38
0,185;0,86;0,47;1,47
0,186;0,27;0,25;1,36
0,187;-0,03;0,12;0,97
0,188;-0,00;-0,15;0,50
0,189;-0,06;-0,24;0,48
0,202;-0,52;-0,36;0,40
0,221;-1,81;-1,01;-0,50
0,223;-1,84;-1,30;-1,33
0,225;-1,74;-0,81;-1,11
0,243;-1,40;-0,29;-0,69
0,245;-0,52;0,11;-0,33
0,303;0,26;0,26;-0,31
0,304;0,23;0,28;-0,69
0,304;0,15;0,18;-0,38
0,305;0,42;-0,07;0,15
0,305;0,44;-0,23;0,70
0,306;0,55;-0,39;0,95
0,320;0,50;-0,46;0,95
0,336;0,42;-0,51;0,86
0,338;0,38;-0,45;0,65
0,344;0,27;-0,32;0,30
0,361;0,16;-0,16;-0,39
0,431;0,18;-0,12;-0,50
0,432;0,18;-0,12;-0,50
0,434;0,25;0,01;-0,49
0,436;0,35;0,10;-0,21
0,437;0,42;0,18;-0,17
0,439;0,50;0,13;-0,44
0,441;0,43;0,02;-0,31
0,442;0,29;-0,11;0,00
0,444;0,06;-0,18;0,43
0,445;-0,14;-0,32;0,69
0,470;-0,21;-0,42;0,65
0,473;0,06;-0,37;0,45
0,475;0,21;-0,18;0,12
0,484;0,32;0,02;0,17
0,522;0,33;0,12;0,36
0,524;0,33;0,14;0,79
0,525;0,39;0,11;1,26
0,526;0,46;0,09;1,51
0,536;0,67;0,11;1,31
0,544;0,73;0,11;0,90
0,571;0,47;0,20;0,26
0,574;0,47;0,20;0,26
0,576;0,07;0,17;0,03
0,577;-0,16;0,07;-0,02
0,585;-0,36;-0,04;-0,01
0,623;-0,50;-0,08;-0,02
0,625;-0,46;-0,12;-0,06
0,626;-0,38;-0,12;-0,07
0,627;-0,32;-0,09;0,10
0,634;-0,28;-0,02;0,31
0,644;-0,17;0,10;0,50
0,672;0,06;0,10;0,38
0,675;0,23;0,08;0,13
0,682;0,34;0,11;-0,11
0,684;0,34;0,11;-0,11
0,721;0,52;0,29;-0,39
0,724;0,32;0,24;-0,23
0,725;0,04;0,10;-0,18
0,727;-0,21;-0,04;-0,28
0,735;-0,45;-0,22;-0,35
0,746;-0,39;-0,24;-0,35
0,773;-0,27;-0,16;-0,31
0,777;-0,11;-0,05;-0,24
0,779;0,02;0,02;-0,32
0,785;0,15;0,07;-0,47
0,829;0,22;0,10;-0,39
0,831;0,22;0,09;-0,30
0,832;0,13;0,04;-0,16
0,833;-0,07;-0,06;-0,11
0,835;-0,25;-0,15;-0,11
0,844;-0,43;-0,22;-0,07
0,877;-0,55;-0,27;-0,05
0,879;-0,55;-0,24;-0,12
0,881;-0,44;-0,18;-0,16
0,884;-0,25;-0,03;-0,16
0,930;0,04;0,06;-0,16
0,931;0,21;0,06;-0,19
0,932;0,23;0,06;-0,15
0,932;0,21;0,06;-0,15
0,935;0,15;0,07;-0,14
0,944;0,02;-0,01;0,04
0,956;-0,14;-0,13;0,17
0,981;-0,25;-0,20;0,26
0,989;-0,25;-0,25;0,18
0,990;-0,25;-0,25;0,18
1,048;0,06;-0,06;0,21
1,050;0,24;0,03;0,39
1,051;0,40;0,13;0,39
1,052;0,39;0,19;0,24
1,054;0,22;0,19;0,00
1,055;0,14;0,14;-0,20
1,057;0,04;0,08;-0,44
1,065;0,02;0,06;-0,44
1,083;-0,30;0,05;-0,28
1,130;-0,30;0,05;0,17
1,131;-0,30;0,05;0,17
1,132;-0,11;0,08;0,63
1,132;0,12;0,18;0,95
1,133;0,24;0,28;1,05
1,133;0,28;0,30;0,73
1,135;0,13;0,24;0,40
1,144;-0,06;0,16;0,14
1,155;-0,13;0,09;-0,12
1,167;-0,17;0,01;-0,31
1,221;-0,06;0,01;-0,25
1,225;-0,01;0,02;0,04
1,227;0,13;-0,01;0,24
1,228;0,14;-0,10;0,36
1,230;0,14;-0,10;0,35
1,233;0,14;-0,08;0,34
1,238;-0,17;-0,13;0,09
1,255;-0,38;-0,17;-0,09
1,258;-0,68;-0,14;-0,33
1,313;-0,78;-0,18;-0,43
1,316;-0,74;-0,25;-0,41
1,317;-0,67;-0,29;-0,18
1,318;-0,46;-0,32;0,18
1,320;-0,27;-0,27;0,41
1,322;-0,13;-0,16;0,32
1,325;-0,10;-0,14;0,31
1,336;-0,09;0,00;-0,14
1,354;-0,02;-0,01;-0,48
1,357;0,02;-0,07;-0,58
1,427;0,07;-0,04;-0,42
1,430;0,14;-0,01;-0,20
1,432;0,14;0,04;-0,00
1,433;0,13;0,06;0,12
1,434;0,13;0,06;0,21
1,436;0,17;-0,01;0,21
1,438;0,12;-0,02;0,18
1,439;0,11;-0,02;0,18
1,447;0,20;0,14;-0,09
1,456;0,28;0,22;-0,06
1,471;0,42;0,23;-0,04
1,475;0,47;0,12;0,04
1,525;0,42;0,10;0,27
1,528;0,27;0,08;0,42
1,529;0,06;0,02;0,61
1,530;-0,10;-0,03;0,63
1,531;-0,19;-0,10;0,63
1,535;-0,38;-0,19;0,64
1,545;-0,49;-0,14;0,59
1,555;-0,39;0,04;0,50
1,568;-0,13;0,22;0,20
1,576;0,01;0,25;-0,14
1,625;0,04;0,25;-0,31
1,631;0,08;0,20;-0,30
1,633;0,03;0,09;-0,23
1,635;-0,16;0,00;0,13
1,638;-0,29;-0,08;0,62
1,640;-0,37;-0,20;0,91
1,647;-0,38;-0,21;1,02
1,656;-0,36;-0,18;0,97
1,672;-0,38;-0,13;0,80
1,729;-0,34;-0,07;0,47
1,731;-0,34;-0,07;0,47
1,732;-0,12;-0,04;0,06
1,734;0,15;0,02;-0,26
1,735;0,23;0,01;-0,45
1,736;0,17;-0,04;-0,46
1,738;0,12;-0,10;-0,43
1,739;0,12;-0,07;-0,39
1,744;0,06;0,00;-0,31
1,755;0,10;0,08;-0,52
1,777;0,23;0,15;-0,87
1,781;0,54;0,31;-1,13
1,785;0,95;0,36;-1,07
1,849;1,23;0,35;-0,88
1,851;1,26;0,23;-0,70
1,852;0,92;0,11;-0,59
1,853;0,46;0,00;-0,53
1,855;-0,04;-0,19;-0,55
1,856;-0,51;-0,42;-0,56
1,857;-0,89;-0,60;-0,32
1,865;-1,15;-0,70;0,07
1,875;-1,19;-0,69;0,37
1,904;-1,19;-0,64;0,51
1,905;-1,05;-0,51;0,55
1,907;-1,05;-0,51;0,55
1,908;-0,75;-0,33;0,44
1,959;-0,47;-0,24;0,28
1,960;-0,24;-0,13;0,01
1,960;-0,09;-0,07;-0,17
1,961;-0,03;-0,02;-0,26
1,961;-0,02;0,00;-0,20
1,968;-0,11;-0,07;0,01
1,976;-0,22;-0,13;0,40
2,017;-0,30;-0,22;0,65
2,018;-0,34;-0,21;0,88
2,019;-0,29;-0,17;1,01
2,019;-0,01;-0,09;0,92
2,035;0,11;-0,04;0,85
2,037;0,30;0,11;0,69
2,049;0,54;0,25;0,48
2,066;0,61;0,26;0,42
2,068;0,44;0,27;0,48
2,118;0,26;0,30;0,45
2,119;0,13;0,27;0,36
2,121;-0,09;0,19;0,32
2,122;-0,17;0,10;0,28
2,123;-0,12;0,05;0,38
2,125;0,07;0,09;0,55
2,149;0,33;0,15;0,69
2,151;0,53;0,25;0,67
2,166;0,77;0,45;0,46
2,168;0,76;0,47;0,36
2,175;0,65;0,46;0,13
2,219;0,39;0,35;-0,13
2,221;0,18;0,21;-0,29
2,222;-0,02;0,07;-0,16
2,223;-0,13;0,04;0,07
2,225;-0,18;0,03;0,23
2,237;-0,15;0,05;0,31
2,246;-0,07;0,08;0,21
2,272;0,04;0,13;0,03
2,276;0,25;0,25;-0,13
2,279;0,42;0,31;-0,28
2,282;0,42;0,31;-0,28
2,285;0,43;0,37;-0,32
2,332;0,38;0,33;-0,33
2,335;0,13;0,21;-0,38
2,336;-0,11;0,05;-0,50
2,337;-0,26;-0,10;-0,38
2,338;-0,40;-0,19;-0,06
2,344;-0,47;-0,30;0,10
2,356;-0,43;-0,27;0,16
2,364;-0,39;-0,23;0,19
2,381;-0,33;-0,14;0,28
2,385;-0,14;-0,06;0,28
2,429;0,04;0,04;0,16
2,432;0,12;0,16;-0,04
2,433;0,17;0,16;-0,27
2,434;0,10;0,09;-0,44
2,436;-0,09;0,01;-0,45
2,445;-0,27;-0,01;-0,41
2,460;-0,32;-0,09;-0,30
2,464;-0,32;-0,11;-0,10
2,519;-0,29;-0,17;0,07
2,520;-0,28;-0,15;0,32
2,521;-0,21;-0,13;0,39
2,521;0,01;-0,11;0,25
2,522;0,17;-0,04;0,03
2,525;0,22;0,04;0,10
2,544;0,28;0,14;0,25
2,547;0,28;0,14;0,25
2,571;0,23;-0,01;0,35
2,574;-0,00;-0,11;0,22
2,576;-0,20;-0,12;0,10
2,588;-0,23;-0,10;-0,11
2,644;-0,18;0,02;-0,27
2,646;-0,16;0,09;-0,31
2,647;-0,02;0,11;-0,33
2,648;0,05;0,07;-0,16
2,650;0,12;0,10;0,30
2,653;0,30;0,17;0,62
2,657;0,41;0,24;0,61
2,665;0,33;0,22;0,36
2,682;0,12;0,14;0,06
2,728;-0,05;0,08;0,02
2,730;-0,13;0,06;-0,10
2,731;-0,14;0,05;-0,15
2,732;-0,22;0,02;-0,21
2,734;-0,27;-0,02;-0,12
2,736;-0,16;-0,08;0,06
2,744;-0,01;-0,15;0,25
2,773;0,14;-0,09;0,42
2,776;0,14;-0,09;0,42
2,778;0,18;-0,02;0,40
