
time;ax;ay;az;wx;wy;wz;
1,4760;-0,0080;0,0059;0,0036;0,0014;-0,0018;0,0002;
1,4770;-0,0080;0,0059;0,0036;-0,0124;0,0004;-0,0008;
1,4930;-0,0080;0,0059;0,0036;-0,0124;0,0004;-0,0008;
1,5770;-0,0080;0,0059;0,0036;-0,0124;0,0004;-0,0008;
1,5780;-0,0080;0,0059;0,0036;0,0035;-0,0039;0,0002;
1,5780;-0,0275;0,0436;0,0209;0,0035;-0,0039;0,0002;
1,5920;-0,0275;0,0436;0,0209;0,0035;-0,0039;0,0002;
1,6750;-0,0275;0,0436;0,0209;0,0035;-0,0039;0,0002;
1,6890;-0,0275;0,0436;0,0209;0,0057;-0,0007;0,0013;
1,6900;0,0227;0,0027;-0,0064;0,0057;-0,0007;0,0013;
1,6910;0,0227;0,0027;-0,0064;0,0057;-0,0007;0,0013;
1,7760;0,0227;0,0027;-0,0064;0,0057;-0,0007;0,0013;
1,7760;0,0227;0,0027;-0,0064;-0,0050;0,0046;-0,0019;
1,7780;-0,0030;-0,0084;-0,0120;-0,0050;0,0046;-0,0019;
1,7930;-0,0030;-0,0084;-0,0120;-0,0050;0,0046;-0,0019;
1,8770;0,0028;0,0149;0,0312;-0,0050;0,0046;-0,0019;
1,8770;0,0028;0,0149;0,0312;-0,0050;0,0046;-0,0019;
1,8780;0,0028;0,0149;0,0312;0,0046;-0,0007;-0,0019;
1,8940;0,0028;0,0149;0,0312;0,0046;-0,0007;-0,0019;
1,9770;0,0028;0,0149;0,0312;0,0046;-0,0007;-0,0019;
1,9780;0,0028;0,0149;0,0312;0,0025;-0,0007;-0,0019;
1,9780;0,0036;-0,0053;-0,0094;0,0025;-0,0007;-0,0019;
1,9940;0,0036;-0,0053;-0,0094;0,0025;-0,0007;-0,0019;
2,0780;0,0036;-0,0053;-0,0094;0,0025;-0,0007;-0,0019;
2,0780;0,0036;-0,0053;-0,0094;-0,0060;-0,0007;0,0002;
2,0790;-0,0074;-0,0053;0,0239;-0,0060;-0,0007;0,0002;
2,0950;-0,0074;-0,0053;0,0239;-0,0060;-0,0007;0,0002;
2,1780;-0,0074;-0,0053;0,0239;-0,0060;-0,0007;0,0002;
2,1790;-0,0074;-0,0053;0,0239;0,0014;-0,0039;0,0024;
2,1800;0,0032;0,0014;0,0481;0,0014;-0,0039;0,0024;
2,1960;0,0032;0,0014;0,0481;0,0014;-0,0039;0,0024;
2,2790;0,0254;0,0099;0,0247;0,0014;-0,0039;0,0024;
2,2800;0,0254;0,0099;0,0247;0,0014;-0,0039;0,0024;
2,2810;0,0254;0,0099;0,0247;0,0046;0,0014;-0,0008;
2,2990;0,0254;0,0099;0,0247;0,0046;0,0014;-0,0008;
2,3790;0,0254;0,0099;0,0247;0,0046;0,0014;-0,0008;
2,3800;-0,0059;0,0094;-0,0293;0,0046;0,0014;-0,0008;
2,3800;-0,0059;0,0094;-0,0293;-0,0039;0,0036;-0,0019;
2,4000;-0,0059;0,0094;-0,0293;-0,0039;0,0036;-0,0019;
2,4820;-0,0105;0,0005;0,0336;-0,0039;0,0036;-0,0019;
2,4830;-0,0105;0,0005;0,0336;-0,0039;0,0036;-0,0019;
2,4830;-0,0105;0,0005;0,0336;0,0046;-0,0018;0,0002;
2,5020;-0,0105;0,0005;0,0336;0,0046;-0,0018;0,0002;
2,5820;-0,0105;0,0005;0,0336;0,0046;-0,0018;0,0002;
2,5820;-0,0105;0,0005;0,0336;0,0046;-0,0007;-0,0019;
2,5830;-0,0054;0,0113;-0,0117;0,0046;-0,0007;-0,0019;
2,6010;-0,0054;0,0113;-0,0117;0,0046;-0,0007;-0,0019;
2,6810;-0,0054;0,0113;-0,0117;0,0046;-0,0007;-0,0019;
2,6820;-0,0054;0,0113;-0,0117;-0,0039;-0,0018;0,0013;
2,6830;-0,0439;-0,0019;-0,0015;-0,0039;-0,0018;0,0013;
2,7010;-0,0439;-0,0019;-0,0015;-0,0039;-0,0018;0,0013;
2,7800;-0,0439;-0,0019;-0,0015;-0,0039;-0,0018;0,0013;
2,7810;-0,0439;-0,0019;-0,0015;0,0004;-0,0028;0,0013;
2,7810;0,0167;-0,0064;0,0173;0,0004;-0,0028;0,0013;
2,8000;0,0167;-0,0064;0,0173;0,0004;-0,0028;0,0013;
2,8800;0,0167;-0,0064;0,0173;0,0004;-0,0028;0,0013;
2,8810;0,0167;-0,0064;0,0173;0,0046;0,0036;-0,0030;
2,8810;0,0067;-0,0093;-0,0106;0,0046;0,0036;-0,0030;
2,9000;0,0067;-0,0093;-0,0106;0,0046;0,0036;-0,0030;
2,9820;-0,0207;0,0056;-0,0418;0,0046;0,0036;-0,0030;
2,9830;-0,0207;0,0056;-0,0418;0,0046;0,0036;-0,0030;
2,9830;-0,0207;0,0056;-0,0418;0,0014;0,0014;-0,0019;
3,0020;-0,0207;0,0056;-0,0418;0,0014;0,0014;-0,0019;
3,0810;-0,0207;0,0056;-0,0418;0,0014;0,0014;-0,0019;
3,0820;-0,0207;0,0056;-0,0418;-0,0018;-0,0018;0,0013;
3,0820;-0,0037;-0,0029;-0,0239;-0,0018;-0,0018;0,0013;
3,1030;-0,0037;-0,0029;-0,0239;-0,0018;-0,0018;0,0013;
3,1820;-0,0037;-0,0029;-0,0239;-0,0018;-0,0018;0,0013;
3,1830;-0,0037;-0,0029;-0,0239;0,0025;-0,0007;-0,0008;
3,1830;0,0063;0,0166;0,0266;0,0025;-0,0007;-0,0008;
3,2040;0,0063;0,0166;0,0266;0,0025;-0,0007;-0,0008;
3,2830;0,0063;0,0166;0,0266;0,0025;-0,0007;-0,0008;
3,2830;0,0063;0,0166;0,0266;0,0014;-0,0018;0,0013;
3,2840;-0,0002;-0,0022;-0,0382;0,0014;-0,0018;0,0013;
3,3050;-0,0002;-0,0022;-0,0382;0,0014;-0,0018;0,0013;
3,3830;-0,0002;-0,0022;-0,0382;0,0014;-0,0018;0,0013;
3,3830;-0,0002;-0,0022;-0,0382;-0,0029;0,0004;0,0013;
3,3840;0,0147;0,0117;0,0026;-0,0029;0,0004;0,0013;
3,4050;0,0147;0,0117;0,0026;-0,0029;0,0004;0,0013;
3,4830;0,0147;0,0117;0,0026;-0,0029;0,0004;0,0013;
3,4840;0,0147;0,0117;0,0026;0,0046;0,0036;-0,0030;
3,4840;0,0140;-0,0151;-0,0229;0,0046;0,0036;-0,0030;
3,5060;0,0140;-0,0151;-0,0229;0,0046;0,0036;-0,0030;
3,5840;0,0140;-0,0151;-0,0229;0,0046;0,0036;-0,0030;
3,5850;0,0140;-0,0151;-0,0229;0,0035;0,0004;-0,0008;
3,5850;-0,0436;0,0372;-0,0395;0,0035;0,0004;-0,0008;
3,6070;-0,0436;0,0372;-0,0395;0,0035;0,0004;-0,0008;
3,6830;-0,0436;0,0372;-0,0395;0,0035;0,0004;-0,0008;
3,6840;-0,0436;0,0372;-0,0395;-0,0039;-0,0018;0,0002;
3,6850;0,0190;0,0189;0,0272;-0,0039;-0,0018;0,0002;
3,7080;0,0190;0,0189;0,0272;-0,0039;-0,0018;0,0002;
3,7830;0,0190;0,0189;0,0272;-0,0039;-0,0018;0,0002;
3,7840;0,0190;0,0189;0,0272;0,0004;0,0004;-0,0008;
3,7840;-0,0155;-0,0058;0,0027;0,0004;0,0004;-0,0008;
3,8070;-0,0155;-0,0058;0,0027;0,0004;0,0004;-0,0008;
3,8840;-0,0155;-0,0058;0,0027;0,0004;0,0004;-0,0008;
3,8840;-0,0155;-0,0058;0,0027;0,0035;-0,0028;0,0013;
3,8840;-0,0115;-0,0052;0,0283;0,0035;-0,0028;0,0013;
3,9080;-0,0115;-0,0052;0,0283;0,0035;-0,0028;0,0013;
3,9850;-0,0115;-0,0052;0,0283;0,0035;-0,0028;0,0013;
3,9860;-0,0115;-0,0052;0,0283;-0,0029;0,0004;-0,0008;
3,9860;0,0169;-0,0294;0,0001;-0,0029;0,0004;-0,0008;
4,0090;0,0169;-0,0294;0,0001;-0,0029;0,0004;-0,0008;
4,0870;0,0169;-0,0294;0,0001;-0,0029;0,0004;-0,0008;
4,0870;0,0169;-0,0294;0,0001;0,0025;0,0014;-0,0019;
4,0880;-0,0102;-0,0004;0,0389;0,0025;0,0014;-0,0019;
4,1130;-0,0102;-0,0004;0,0389;0,0025;0,0014;-0,0019;
4,1860;-0,0102;-0,0004;0,0389;0,0025;0,0014;-0,0019;
4,1970;-0,0102;-0,0004;0,0389;0,0046;-0,0007;0,0002;
4,1980;0,0030;0,0013;-0,0172;0,0046;-0,0007;0,0002;
4,2110;0,0030;0,0013;-0,0172;0,0046;-0,0007;0,0002;
4,2860;0,0030;0,0013;-0,0172;0,0046;-0,0007;0,0002;
4,2870;0,0030;0,0013;-0,0172;-0,0039;0,0004;0,0002;
4,2880;0,0142;-0,0090;-0,0008;-0,0039;0,0004;0,0002;
4,3150;0,0142;-0,0090;-0,0008;-0,0039;0,0004;0,0002;
4,3870;0,0142;-0,0090;-0,0008;-0,0039;0,0004;0,0002;
4,3870;-0,0205;0,0235;0,0250;-0,0039;0,0004;0,0002;
4,3880;-0,0205;0,0235;0,0250;0,0004;-0,0018;0,0013;
4,4150;-0,0205;0,0235;0,0250;0,0004;-0,0018;0,0013;
4,4870;-0,0205;0,0235;0,0250;0,0004;-0,0018;0,0013;
4,4880;-0,0205;0,0235;0,0250;0,0046;-0,0018;0,0002;
4,4880;0,0362;0,0032;-0,0250;0,0046;-0,0018;0,0002;
4,5120;0,0362;0,0032;-0,0250;0,0046;-0,0018;0,0002;
4,6510;0,0265;0,0008;-0,0198;0,0046;-0,0018;0,0002;
4,6520;0,0265;0,0008;-0,0198;-0,0018;0,0025;-0,0019;
4,7570;0,0265;0,0008;-0,0198;-0,0018;0,0025;-0,0019;
4,7580;0,0265;0,0008;-0,0198;0,0025;-0,0007;0,0002;
4,7580;0,0227;0,0027;-0,0170;0,0025;-0,0007;0,0002;
4,8170;0,0227;0,0027;-0,0170;0,0025;-0,0007;0,0002;
4,8180;0,0227;0,0027;-0,0170;0,0025;-0,0007;0,0002;
4,8700;-0,0314;-0,0082;-0,0130;0,0025;-0,0007;0,0002;
4,8710;-0,0314;-0,0082;-0,0130;-0,0007;0,0004;-0,0008;
4,9190;-0,0314;-0,0082;-0,0130;-0,0007;0,0004;-0,0008;
4,9190;-0,0314;-0,0082;-0,0130;-0,0007;0,0004;-0,0008;
4,9680;-0,0346;0,0018;0,0005;-0,0007;0,0004;-0,0008;
4,9690;-0,0346;0,0018;0,0005;-0,0039;-0,0018;0,0013;
5,0170;-0,0346;0,0018;0,0005;-0,0039;-0,0018;0,0013;
5,0180;-0,0346;0,0018;0,0005;-0,0039;-0,0018;0,0013;
5,0700;0,0076;0,0086;0,0091;-0,0039;-0,0018;0,0013;
5,0700;0,0076;0,0086;0,0091;0,0014;-0,0007;0,0002;
5,1190;0,0076;0,0086;0,0091;0,0014;-0,0007;0,0002;
5,1190;0,0076;0,0086;0,0091;0,0014;-0,0007;0,0002;
5,1710;0,0150;0,0075;0,0056;0,0014;-0,0007;0,0002;
5,1710;0,0150;0,0075;0,0056;0,0014;0,0014;-0,0019;
5,2210;0,0150;0,0075;0,0056;0,0014;0,0014;-0,0019;
5,2220;0,0150;0,0075;0,0056;0,0014;0,0014;-0,0019;
5,2700;-0,1108;0,0031;0,2058;0,0014;0,0014;-0,0019;
5,2710;-0,1108;0,0031;0,2058;0,0472;-0,0188;-0,0594;
5,3210;-0,1108;0,0031;0,2058;0,0472;-0,0188;-0,0594;
5,3210;-0,1108;0,0031;0,2058;0,0472;-0,0188;-0,0594;
5,3720;0,3167;0,1113;0,0255;0,0472;-0,0188;-0,0594;
5,3730;0,3167;0,1113;0,0255;0,0206;-0,0348;-0,1340;
5,4210;0,3167;0,1113;0,0255;0,0206;-0,0348;-0,1340;
5,4220;0,3167;0,1113;0,0255;0,0206;-0,0348;-0,1340;
5,4730;0,3167;0,1113;0,0255;-0,0700;-0,0380;-0,1958;
5,4730;0,3045;-0,0122;-0,2802;-0,0700;-0,0380;-0,1958;
5,5210;0,3045;-0,0122;-0,2802;-0,0700;-0,0380;-0,1958;
5,5210;0,3045;-0,0122;-0,2802;-0,0700;-0,0380;-0,1958;
5,6320;0,3045;-0,0122;-0,2802;-0,0718;-0,0526;-0,2903;
5,6320;0,2209;-0,0037;-0,1714;-0,0718;-0,0526;-0,2903;
5,6410;0,2209;-0,0037;-0,1714;-0,0718;-0,0526;-0,2903;
5,7210;0,2209;-0,0037;-0,1714;-0,0718;-0,0526;-0,2903;
5,7220;0,2209;-0,0037;-0,1714;-0,0718;-0,0526;-0,2903;
5,7420;0,2209;-0,0037;-0,1714;-0,0494;-0,0707;-0,3819;
5,7430;0,2728;-0,0454;0,0465;-0,0494;-0,0707;-0,3819;
5,8220;0,2728;-0,0454;0,0465;-0,0494;-0,0707;-0,3819;
5,8230;0,2728;-0,0454;0,0465;-0,0494;-0,0707;-0,3819;
5,8420;0,2728;-0,0454;0,0465;-0,0920;-0,0909;-0,4522;
5,8420;0,2546;-0,0731;-0,1180;-0,0920;-0,0909;-0,4522;
5,9210;0,2546;-0,0731;-0,1180;-0,0920;-0,0909;-0,4522;
5,9220;0,2546;-0,0731;-0,1180;-0,0920;-0,0909;-0,4522;
5,9410;0,2546;-0,0731;-0,1180;-0,1400;-0,0984;-0,5172;
5,9420;0,2205;-0,1351;-0,1139;-0,1400;-0,0984;-0,5172;
6,0220;0,2205;-0,1351;-0,1139;-0,1400;-0,0984;-0,5172;
6,0230;0,2205;-0,1351;-0,1139;-0,1400;-0,0984;-0,5172;
6,0420;0,2205;-0,1351;-0,1139;-0,1293;-0,1133;-0,5907;
6,0430;0,2285;-0,1440;0,0561;-0,1293;-0,1133;-0,5907;
6,1240;0,2285;-0,1440;0,0561;-0,1293;-0,1133;-0,5907;
6,1250;0,2285;-0,1440;0,0561;-0,1293;-0,1133;-0,5907;
6,1380;0,2285;-0,1440;0,0561;-0,1293;-0,1133;-0,5907;
6,1420;0,1770;-0,1434;0,0333;-0,1293;-0,1133;-0,5907;
6,1420;0,1770;-0,1434;0,0333;-0,1144;-0,1229;-0,6642;
6,2220;0,1770;-0,1434;0,0333;-0,1144;-0,1229;-0,6642;
6,2240;0,1770;-0,1434;0,0333;-0,1144;-0,1229;-0,6642;
6,2420;0,1770;-0,1434;0,0333;-0,1581;-0,1378;-0,7356;
6,2430;0,1369;-0,1594;-0,0448;-0,1581;-0,1378;-0,7356;
6,3230;0,1369;-0,1594;-0,0448;-0,1581;-0,1378;-0,7356;
6,3250;0,1369;-0,1594;-0,0448;-0,1581;-0,1378;-0,7356;
6,3440;0,1369;-0,1594;-0,0448;-0,1890;-0,1538;-0,8069;
6,3440;0,1461;-0,2307;-0,0548;-0,1890;-0,1538;-0,8069;
6,4240;0,1461;-0,2307;-0,0548;-0,1890;-0,1538;-0,8069;
6,4270;0,1461;-0,2307;-0,0548;-0,1890;-0,1538;-0,8069;
6,4440;0,0996;-0,2342;0,0473;-0,1890;-0,1538;-0,8069;
6,4440;0,0996;-0,2342;0,0473;-0,1858;-0,1687;-0,8794;
6,5250;0,0996;-0,2342;0,0473;-0,1858;-0,1687;-0,8794;
6,5270;0,0996;-0,2342;0,0473;-0,1858;-0,1687;-0,8794;
6,5440;0,1261;-0,2862;0,0359;-0,1858;-0,1687;-0,8794;
6,5450;0,1261;-0,2862;0,0359;-0,1922;-0,1804;-0,9550;
6,6250;0,1261;-0,2862;0,0359;-0,1922;-0,1804;-0,9550;
6,6280;0,1261;-0,2862;0,0359;-0,1922;-0,1804;-0,9550;
6,6450;0,0752;-0,2980;-0,0093;-0,1922;-0,1804;-0,9550;
6,6450;0,0752;-0,2980;-0,0093;-0,2177;-0,1911;-1,0296;
6,7250;0,0752;-0,2980;-0,0093;-0,2177;-0,1911;-1,0296;
6,7290;0,0752;-0,2980;-0,0093;-0,2177;-0,1911;-1,0296;
6,7450;0,0752;-0,2980;-0,0093;-0,2444;-0,2113;-1,1010;
6,7450;0,1057;-0,3699;-0,0251;-0,2444;-0,2113;-1,1010;
6,8240;0,1057;-0,3699;-0,0251;-0,2444;-0,2113;-1,1010;
6,8300;0,1057;-0,3699;-0,0251;-0,2444;-0,2113;-1,1010;
6,8530;0,1057;-0,3699;-0,0251;-0,2561;-0,2198;-1,1745;
6,8540;0,1046;-0,4156;0,0910;-0,2561;-0,2198;-1,1745;
6,9250;0,1046;-0,4156;0,0910;-0,2561;-0,2198;-1,1745;
6,9310;0,1046;-0,4156;0,0910;-0,2561;-0,2198;-1,1745;
6,9460;0,1046;-0,4156;0,0910;-0,2646;-0,2337;-1,2458;
6,9460;0,0543;-0,4338;0,1153;-0,2646;-0,2337;-1,2458;
7,0260;0,0543;-0,4338;0,1153;-0,2646;-0,2337;-1,2458;
7,0310;0,0543;-0,4338;0,1153;-0,2646;-0,2337;-1,2458;
7,0460;0,0543;-0,4338;0,1153;-0,2870;-0,2539;-1,3193;
7,0470;0,0613;-0,5021;0,1023;-0,2870;-0,2539;-1,3193;
7,1260;0,0613;-0,5021;0,1023;-0,2870;-0,2539;-1,3193;
7,1320;0,0613;-0,5021;0,1023;-0,2870;-0,2539;-1,3193;
7,1460;0,0613;-0,5021;0,1023;-0,3126;-0,2465;-1,3929;
7,1470;0,0413;-0,5489;0,0778;-0,3126;-0,2465;-1,3929;
7,2260;0,0413;-0,5489;0,0778;-0,3126;-0,2465;-1,3929;
7,2330;0,0413;-0,5489;0,0778;-0,3126;-0,2465;-1,3929;
7,2470;0,0413;-0,5489;0,0778;-0,3371;-0,2284;-1,4685;
7,2470;0,0260;-0,6130;0,0452;-0,3371;-0,2284;-1,4685;
7,3270;0,0260;-0,6130;0,0452;-0,3371;-0,2284;-1,4685;
7,3350;0,0260;-0,6130;0,0452;-0,3371;-0,2284;-1,4685;
7,3490;0,0260;-0,6130;0,0452;-0,3477;-0,3338;-1,5367;
7,3500;-0,1029;-0,7661;0,2670;-0,3477;-0,3338;-1,5367;
7,4270;-0,1029;-0,7661;0,2670;-0,3477;-0,3338;-1,5367;
7,4370;-0,1029;-0,7661;0,2670;-0,3477;-0,3338;-1,5367;
7,4500;-0,1029;-0,7661;0,2670;-0,3413;-0,2848;-1,6165;
7,4500;-0,0594;-0,9331;0,2533;-0,3413;-0,2848;-1,6165;
7,5270;-0,0594;-0,9331;0,2533;-0,3413;-0,2848;-1,6165;
7,5340;-0,0594;-0,9331;0,2533;-0,3413;-0,2848;-1,6165;
7,5470;0,0156;-1,0594;0,2496;-0,3413;-0,2848;-1,6165;
7,5470;0,0156;-1,0594;0,2496;-0,3509;-0,3658;-1,6911;
7,6290;0,0156;-1,0594;0,2496;-0,3509;-0,3658;-1,6911;
7,6370;0,0156;-1,0594;0,2496;-0,3509;-0,3658;-1,6911;
7,6490;0,0156;-1,0594;0,2496;-0,3690;-0,3519;-1,7721;
7,6500;0,0520;-1,2888;0,1730;-0,3690;-0,3519;-1,7721;
7,7290;0,0520;-1,2888;0,1730;-0,3690;-0,3519;-1,7721;
7,7350;0,0520;-1,2888;0,1730;-0,3690;-0,3519;-1,7721;
7,7480;0,0418;-1,4398;0,2294;-0,3690;-0,3519;-1,7721;
7,7480;0,0418;-1,4398;0,2294;-0,3775;-0,3668;-1,8424;
7,8280;0,0418;-1,4398;0,2294;-0,3775;-0,3668;-1,8424;
7,8360;0,0418;-1,4398;0,2294;-0,3775;-0,3668;-1,8424;
7,8480;0,0418;-1,4398;0,2294;-0,3925;-0,3658;-1,9202;
7,8480;0,1025;-1,5751;0,2472;-0,3925;-0,3658;-1,9202;
7,9270;0,1025;-1,5751;0,2472;-0,3925;-0,3658;-1,9202;
7,9360;0,1025;-1,5751;0,2472;-0,3925;-0,3658;-1,9202;
7,9480;0,1025;-1,5751;0,2472;-0,4095;-0,3818;-1,9979;
7,9480;0,1364;-1,7657;0,3060;-0,4095;-0,3818;-1,9979;
8,0050;0,1364;-1,7657;0,3060;-0,4095;-0,3818;-1,9979;
8,0300;0,1364;-1,7657;0,3060;-0,4095;-0,3818;-1,9979;
8,0400;0,1364;-1,7657;0,3060;-0,4095;-0,3818;-1,9979;
8,0510;0,1364;-1,7657;0,3060;-0,3946;-0,4095;-2,0768;
8,0660;0,1560;-1,9302;0,5225;-0,3946;-0,4095;-2,0768;
8,1320;0,1560;-1,9302;0,5225;-0,3946;-0,4095;-2,0768;
8,1400;0,1560;-1,9302;0,5225;-0,3946;-0,4095;-2,0768;
8,1520;0,2561;-2,0423;0,5028;-0,3946;-0,4095;-2,0768;
8,1530;0,2561;-2,0423;0,5028;-0,3680;-0,4233;-2,1598;
8,2320;0,2561;-2,0423;0,5028;-0,3680;-0,4233;-2,1598;
8,2410;0,2561;-2,0423;0,5028;-0,3680;-0,4233;-2,1598;
8,2520;0,2801;-2,2215;0,3346;-0,3680;-0,4233;-2,1598;
8,2530;0,2801;-2,2215;0,3346;-0,3871;-0,4350;-2,2408;
8,3330;0,2801;-2,2215;0,3346;-0,3871;-0,4350;-2,2408;
8,3410;0,2801;-2,2215;0,3346;-0,3871;-0,4350;-2,2408;
8,3530;0,3467;-2,3453;0,2320;-0,3871;-0,4350;-2,2408;
8,3530;0,3467;-2,3453;0,2320;-0,4468;-0,4297;-2,3132;
8,4330;0,3467;-2,3453;0,2320;-0,4468;-0,4297;-2,3132;
8,4410;0,3467;-2,3453;0,2320;-0,4468;-0,4297;-2,3132;
8,4540;0,3467;-2,3453;0,2320;-0,5341;-0,4329;-2,3782;
8,4540;0,4076;-2,5539;0,1216;-0,5341;-0,4329;-2,3782;
8,5330;0,4076;-2,5539;0,1216;-0,5341;-0,4329;-2,3782;
8,5420;0,4076;-2,5539;0,1216;-0,5341;-0,4329;-2,3782;
8,5530;0,4076;-2,5539;0,1216;-0,5682;-0,4595;-2,4411;
8,5530;0,4643;-2,6425;0,2536;-0,5682;-0,4595;-2,4411;
8,6290;0,4643;-2,6425;0,2536;-0,5682;-0,4595;-2,4411;
8,6310;0,4643;-2,6425;0,2536;-0,5682;-0,4595;-2,4411;
8,6420;0,4643;-2,6425;0,2536;-0,5682;-0,4595;-2,4411;
8,6530;0,4643;-2,6425;0,2536;-0,5927;-0,5085;-2,5029;
8,6530;0,5703;-2,7362;0,3922;-0,5927;-0,5085;-2,5029;
8,7330;0,5703;-2,7362;0,3922;-0,5927;-0,5085;-2,5029;
8,7420;0,5703;-2,7362;0,3922;-0,5927;-0,5085;-2,5029;
8,7520;0,5703;-2,7362;0,3922;-0,6161;-0,5522;-2,5742;
8,7520;0,7244;-2,7694;0,4760;-0,6161;-0,5522;-2,5742;
8,8300;0,7244;-2,7694;0,4760;-0,6161;-0,5522;-2,5742;
8,8420;0,7244;-2,7694;0,4760;-0,6161;-0,5522;-2,5742;
8,8510;0,7244;-2,7694;0,4760;-0,5597;-0,5746;-2,6520;
8,8510;0,7359;-2,6995;0,6230;-0,5597;-0,5746;-2,6520;
8,8740;0,7359;-2,6995;0,6230;-0,5597;-0,5746;-2,6520;
8,9300;0,7359;-2,6995;0,6230;-0,5597;-0,5746;-2,6520;
8,9430;0,7359;-2,6995;0,6230;-0,5597;-0,5746;-2,6520;
8,9510;0,7359;-2,6995;0,6230;-0,5544;-0,6129;-2,7276;
8,9520;0,7003;-2,7016;0,5913;-0,5544;-0,6129;-2,7276;
