
time;ax;ay;az;wx;wy;wz;
10,3000;0,2220;-9,7540;2,2618;-1,1068;-0,7989;-4,8503;
10,3270;0,2220;-9,7540;2,2618;-1,1068;-0,7989;-4,8503;
10,3910;0,1086;-9,9086;2,1537;-1,1068;-0,7989;-4,8503;
10,3910;0,1086;-9,9086;2,1537;-1,1068;-0,7989;-4,8503;
10,3910;0,1086;-9,9086;2,1537;-1,0194;-0,8063;-4,9398;
10,4040;0,1086;-9,9086;2,1537;-1,0194;-0,8063;-4,9398;
10,4920;0,1086;-9,9086;2,1537;-1,0194;-0,8063;-4,9398;
10,4920;0,1086;-9,9086;2,1537;-1,0024;-0,8244;-5,0261;
10,4920;-0,0492;-10,3674;2,1072;-1,0024;-0,8244;-5,0261;
10,5020;-0,0492;-10,3674;2,1072;-1,0024;-0,8244;-5,0261;
10,5930;-0,0492;-10,3674;2,1072;-1,0024;-0,8244;-5,0261;
10,5930;-0,0492;-10,3674;2,1072;-1,0631;-0,8287;-5,1006;
10,5940;-0,0476;-10,6457;1,8829;-1,0631;-0,8287;-5,1006;
10,6050;-0,0476;-10,6457;1,8829;-1,0631;-0,8287;-5,1006;
10,6940;-0,0476;-10,6457;1,8829;-1,0631;-0,8287;-5,1006;
10,7110;-0,0476;-10,6457;1,8829;-1,1600;-0,8596;-5,1773;
10,7120;0,0279;-11,0196;2,6050;-1,1600;-0,8596;-5,1773;
10,7120;0,0279;-11,0196;2,6050;-1,1600;-0,8596;-5,1773;
10,7950;0,0279;-11,0196;2,6050;-1,1600;-0,8596;-5,1773;
10,7950;0,0279;-11,0196;2,6050;-1,1994;-0,8724;-5,2615;
10,7960;-0,0937;-11,4637;2,9223;-1,1994;-0,8724;-5,2615;
10,8060;-0,0937;-11,4637;2,9223;-1,1994;-0,8724;-5,2615;
10,8920;-0,0937;-11,4637;2,9223;-1,1994;-0,8724;-5,2615;
10,8920;-0,0937;-11,4637;2,9223;-1,0791;-0,8479;-5,3563;
10,8930;-0,4293;-11,6904;2,5107;-1,0791;-0,8479;-5,3563;
10,9070;-0,4293;-11,6904;2,5107;-1,0791;-0,8479;-5,3563;
10,9500;-0,4293;-11,6904;2,5107;-1,0791;-0,8479;-5,3563;
10,9940;-0,4293;-11,6904;2,5107;-1,0791;-0,8479;-5,3563;
10,9940;-0,3576;-12,1078;1,8864;-1,0791;-0,8479;-5,3563;
10,9940;-0,3576;-12,1078;1,8864;-1,0652;-0,8788;-5,4479;
11,0070;-0,3576;-12,1078;1,8864;-1,0652;-0,8788;-5,4479;
11,0930;-0,3576;-12,1078;1,8864;-1,0652;-0,8788;-5,4479;
11,0940;-0,3576;-12,1078;1,8864;-1,2463;-0,8766;-5,5150;
11,0940;-0,4575;-12,6726;1,8757;-1,2463;-0,8766;-5,5150;
11,1080;-0,4575;-12,6726;1,8757;-1,2463;-0,8766;-5,5150;
11,1930;-0,4575;-12,6726;1,8757;-1,2463;-0,8766;-5,5150;
11,1940;-0,3639;-13,0662;2,4729;-1,2463;-0,8766;-5,5150;
11,1940;-0,3639;-13,0662;2,4729;-1,3273;-0,8500;-5,5970;
11,2090;-0,3639;-13,0662;2,4729;-1,3273;-0,8500;-5,5970;
11,2940;-0,3904;-13,2763;1,7599;-1,3273;-0,8500;-5,5970;
11,2940;-0,3904;-13,2763;1,7599;-1,3273;-0,8500;-5,5970;
11,2950;-0,3904;-13,2763;1,7599;-1,1313;-0,8415;-5,6951;
11,3080;-0,3904;-13,2763;1,7599;-1,1313;-0,8415;-5,6951;
11,3970;-0,3275;-13,6435;1,1184;-1,1313;-0,8415;-5,6951;
11,3970;-0,3275;-13,6435;1,1184;-1,1313;-0,8415;-5,6951;
11,3970;-0,3275;-13,6435;1,1184;-1,1686;-0,9139;-5,7643;
11,4090;-0,3275;-13,6435;1,1184;-1,1686;-0,9139;-5,7643;
11,4950;-0,3275;-13,6435;1,1184;-1,1686;-0,9139;-5,7643;
11,4950;-0,3275;-13,6435;1,1184;-1,3571;-0,9065;-5,8399;
11,4960;-0,3812;-14,0608;1,7412;-1,3571;-0,9065;-5,8399;
11,5120;-0,3812;-14,0608;1,7412;-1,3571;-0,9065;-5,8399;
11,5720;-0,3812;-14,0608;1,7412;-1,3571;-0,9065;-5,8399;
11,5950;-0,3812;-14,0608;1,7412;-1,3571;-0,9065;-5,8399;
11,5950;-0,3812;-14,0608;1,7412;-1,2240;-0,8617;-5,9283;
11,5960;-0,4138;-14,3441;1,5331;-1,2240;-0,8617;-5,9283;
11,6120;-0,4138;-14,3441;1,5331;-1,2240;-0,8617;-5,9283;
11,6970;-0,4472;-14,7632;0,9156;-1,2240;-0,8617;-5,9283;
11,6970;-0,4472;-14,7632;0,9156;-1,2240;-0,8617;-5,9283;
11,6980;-0,4472;-14,7632;0,9156;-1,2186;-0,9086;-6,0125;
11,7130;-0,4472;-14,7632;0,9156;-1,2186;-0,9086;-6,0125;
11,7960;-0,4472;-14,7632;0,9156;-1,2186;-0,9086;-6,0125;
11,7960;-0,4472;-14,7632;0,9156;-1,3859;-0,9288;-6,0828;
11,7970;-0,3424;-15,1145;1,6227;-1,3859;-0,9288;-6,0828;
11,8130;-0,3424;-15,1145;1,6227;-1,3859;-0,9288;-6,0828;
11,8970;-0,3424;-15,1145;1,6227;-1,3859;-0,9288;-6,0828;
11,9180;-0,3424;-15,1145;1,6227;-1,4104;-0,9416;-6,1680;
11,9180;-0,2808;-15,6490;2,2547;-1,4104;-0,9416;-6,1680;
11,9180;-0,2808;-15,6490;2,2547;-1,4104;-0,9416;-6,1680;
11,9970;-0,2808;-15,6490;2,2547;-1,4104;-0,9416;-6,1680;
11,9970;-0,2808;-15,6490;2,2547;-1,2857;-0,9331;-6,2639;
11,9970;-0,3394;-16,0964;2,0646;-1,2857;-0,9331;-6,2639;
12,0130;-0,3394;-16,0964;2,0646;-1,2857;-0,9331;-6,2639;
12,0710;-0,3394;-16,0964;2,0646;-1,2857;-0,9331;-6,2639;
12,0980;-0,1963;-16,4705;1,7929;-1,2857;-0,9331;-6,2639;
12,0980;-0,1963;-16,4705;1,7929;-1,2857;-0,9331;-6,2639;
12,0980;-0,1963;-16,4705;1,7929;-1,3038;-0,9640;-6,3417;
12,1140;-0,1963;-16,4705;1,7929;-1,3038;-0,9640;-6,3417;
12,1980;-0,2194;-17,0926;2,6749;-1,3038;-0,9640;-6,3417;
12,1980;-0,2194;-17,0926;2,6749;-1,3038;-0,9640;-6,3417;
12,1990;-0,2194;-17,0926;2,6749;-1,4530;-0,9523;-6,4248;
12,2140;-0,2194;-17,0926;2,6749;-1,4530;-0,9523;-6,4248;
12,2980;-0,1352;-17,4954;3,1202;-1,4530;-0,9523;-6,4248;
12,2990;-0,1352;-17,4954;3,1202;-1,4530;-0,9523;-6,4248;
12,2990;-0,1352;-17,4954;3,1202;-1,4338;-0,9384;-6,5014;
12,3150;-0,1352;-17,4954;3,1202;-1,4338;-0,9384;-6,5014;
12,4010;-0,1352;-17,4954;3,1202;-1,4338;-0,9384;-6,5014;
12,4010;-0,1352;-17,4954;3,1202;-1,4019;-0,9565;-6,5813;
12,4020;-0,2456;-17,8910;3,1134;-1,4019;-0,9565;-6,5813;
12,4160;-0,2456;-17,8910;3,1134;-1,4019;-0,9565;-6,5813;
12,4990;0,0030;-18,3041;3,4365;-1,4019;-0,9565;-6,5813;
12,4990;0,0030;-18,3041;3,4365;-1,4019;-0,9565;-6,5813;
12,5000;0,0030;-18,3041;3,4365;-1,4274;-0,9672;-6,6612;
12,5170;0,0030;-18,3041;3,4365;-1,4274;-0,9672;-6,6612;
12,5680;0,0030;-18,3041;3,4365;-1,4274;-0,9672;-6,6612;
12,5990;-0,1574;-18,7491;3,4283;-1,4274;-0,9672;-6,6612;
12,6000;-0,1574;-18,7491;3,4283;-1,4274;-0,9672;-6,6612;
12,6000;-0,1574;-18,7491;3,4283;-1,4583;-0,9608;-6,7401;
12,6170;-0,1574;-18,7491;3,4283;-1,4583;-0,9608;-6,7401;
12,7020;-0,1574;-18,7491;3,4283;-1,4583;-0,9608;-6,7401;
12,7020;-0,1574;-18,7491;3,4283;-1,4903;-0,9693;-6,8189;
12,7030;-0,2099;-19,2012;3,6549;-1,4903;-0,9693;-6,8189;
12,7180;-0,2099;-19,2012;3,6549;-1,4903;-0,9693;-6,8189;
12,8020;-0,2099;-19,2012;3,6549;-1,4903;-0,9693;-6,8189;
12,8030;-0,2099;-19,2012;3,6549;-1,5307;-0,9896;-6,9052;
12,8030;-0,3307;-19,7549;3,8047;-1,5307;-0,9896;-6,9052;
12,8200;-0,3307;-19,7549;3,8047;-1,5307;-0,9896;-6,9052;
12,9010;-0,3307;-19,7549;3,8047;-1,5307;-0,9896;-6,9052;
12,9010;-0,3307;-19,7549;3,8047;-1,5062;-0,9651;-6,9936;
12,9020;-0,5710;-20,2262;3,6441;-1,5062;-0,9651;-6,9936;
12,9190;-0,5710;-20,2262;3,6441;-1,5062;-0,9651;-6,9936;
12,9400;-0,5710;-20,2262;3,6441;-1,5062;-0,9651;-6,9936;
13,0040;-0,5710;-20,2262;3,6441;-1,5062;-0,9651;-6,9936;
13,0040;-0,5710;-20,2262;3,6441;-1,4626;-0,9768;-7,0788;
13,0040;-0,5436;-20,7361;3,1949;-1,4626;-0,9768;-7,0788;
13,0220;-0,5436;-20,7361;3,1949;-1,4626;-0,9768;-7,0788;
13,1020;-0,5436;-20,7361;3,1949;-1,4626;-0,9768;-7,0788;
13,1020;-0,5436;-20,7361;3,1949;-1,5925;-1,0066;-7,1534;
13,1020;-0,6832;-21,2722;3,1393;-1,5925;-1,0066;-7,1534;
13,1200;-0,6832;-21,2722;3,1393;-1,5925;-1,0066;-7,1534;
13,2020;-0,6832;-21,2722;3,1393;-1,5925;-1,0066;-7,1534;
13,2030;-0,6832;-21,2722;3,1393;-1,6224;-0,9896;-7,2312;
13,2030;-0,6375;-21,6958;3,5062;-1,6224;-0,9896;-7,2312;
13,2230;-0,6375;-21,6958;3,5062;-1,6224;-0,9896;-7,2312;
13,3020;-0,6375;-21,6958;3,5062;-1,6224;-0,9896;-7,2312;
13,3030;-0,6375;-21,6958;3,5062;-1,5329;-0,9970;-7,3153;
13,3030;-0,9259;-22,0614;2,8714;-1,5329;-0,9970;-7,3153;
13,3220;-0,9259;-22,0614;2,8714;-1,5329;-0,9970;-7,3153;
13,4030;-0,9259;-22,0614;2,8714;-1,5329;-0,9970;-7,3153;
13,4030;-0,9259;-22,0614;2,8714;-1,5520;-1,0194;-7,3931;
13,4030;-0,9871;-22,4372;2,3392;-1,5520;-1,0194;-7,3931;
13,4220;-0,9871;-22,4372;2,3392;-1,5520;-1,0194;-7,3931;
13,4370;-0,9871;-22,4372;2,3392;-1,5520;-1,0194;-7,3931;
13,5030;-0,9871;-22,4372;2,3392;-1,5520;-1,0194;-7,3931;
13,5040;-0,9871;-22,4372;2,3392;-1,6660;-1,0418;-7,4527;
13,5040;-0,7829;-22,9973;2,2644;-1,6660;-1,0418;-7,4527;
13,5230;-0,7829;-22,9973;2,2644;-1,6660;-1,0418;-7,4527;
13,6050;-0,7829;-22,9973;2,2644;-1,6660;-1,0418;-7,4527;
13,6060;-0,7829;-22,9973;2,2644;-1,7587;-1,0258;-7,5369;
13,6060;-0,7996;-23,5089;2,6837;-1,7587;-1,0258;-7,5369;
13,6240;-0,7996;-23,5089;2,6837;-1,7587;-1,0258;-7,5369;
13,7060;-0,7996;-23,5089;2,6837;-1,7587;-1,0258;-7,5369;
13,7070;-0,7996;-23,5089;2,6837;-1,5712;-0,9608;-7,6360;
13,7070;-0,8898;-23,9466;1,9921;-1,5712;-0,9608;-7,6360;
13,7270;-0,8898;-23,9466;1,9921;-1,5712;-0,9608;-7,6360;
13,8050;-0,9774;-24,4997;1,6510;-1,5712;-0,9608;-7,6360;
13,8060;-0,9774;-24,4997;1,6510;-1,5712;-0,9608;-7,6360;
13,8060;-0,9774;-24,4997;1,6510;-1,5563;-1,0173;-7,7180;
13,8130;-0,9774;-24,4997;1,6510;-1,5563;-1,0173;-7,7180;
13,8280;-0,9774;-24,4997;1,6510;-1,5563;-1,0173;-7,7180;
13,9070;-0,9774;-24,4997;1,6510;-1,5563;-1,0173;-7,7180;
13,9080;-0,9774;-24,4997;1,6510;-1,7960;-1,0482;-7,7883;
13,9080;-0,8039;-25,0961;2,2644;-1,7960;-1,0482;-7,7883;
13,9290;-0,8039;-25,0961;2,2644;-1,7960;-1,0482;-7,7883;
14,0080;-0,8039;-25,0961;2,2644;-1,7960;-1,0482;-7,7883;
14,0080;-0,8039;-25,0961;2,2644;-1,7715;-1,0141;-7,8607;
14,0090;-0,6023;-25,5374;2,9891;-1,7715;-1,0141;-7,8607;
14,0280;-0,6023;-25,5374;2,9891;-1,7715;-1,0141;-7,8607;
14,1070;-0,6023;-25,5374;2,9891;-1,7715;-1,0141;-7,8607;
14,1070;-0,6023;-25,5374;2,9891;-1,6618;-1,0290;-7,9396;
14,1070;-0,5815;-25,9359;2,6480;-1,6618;-1,0290;-7,9396;
14,1300;-0,5815;-25,9359;2,6480;-1,6618;-1,0290;-7,9396;
14,1880;-0,5815;-25,9359;2,6480;-1,6618;-1,0290;-7,9396;
14,2090;-0,5815;-25,9359;2,6480;-1,6618;-1,0290;-7,9396;
14,2100;-0,5815;-25,9359;2,6480;-1,7385;-1,0620;-8,0163;
14,2100;-0,5747;-26,5150;2,8803;-1,7385;-1,0620;-8,0163;
14,2360;-0,5747;-26,5150;2,8803;-1,7385;-1,0620;-8,0163;
14,3090;-0,5747;-26,5150;2,8803;-1,7385;-1,0620;-8,0163;
14,3090;-0,5747;-26,5150;2,8803;-1,8567;-1,0492;-8,0866;
14,3100;-0,4432;-27,0852;3,6191;-1,8567;-1,0492;-8,0866;
14,3300;-0,4432;-27,0852;3,6191;-1,8567;-1,0492;-8,0866;
14,4070;-0,4432;-27,0852;3,6191;-1,8567;-1,0492;-8,0866;
14,4070;-0,4432;-27,0852;3,6191;-1,7960;-0,9949;-8,1824;
14,4080;-0,6486;-27,6899;3,9808;-1,7960;-0,9949;-8,1824;
14,4300;-0,6486;-27,6899;3,9808;-1,7960;-0,9949;-8,1824;
14,4320;-0,6486;-27,6899;3,9808;-1,7960;-0,9949;-8,1824;
14,5080;-0,6486;-27,6899;3,9808;-1,7960;-0,9949;-8,1824;
14,5080;-0,6486;-27,6899;3,9808;-1,7118;-1,0364;-8,2666;
14,5090;-0,5132;-28,2099;3,6263;-1,7118;-1,0364;-8,2666;
14,5310;-0,5132;-28,2099;3,6263;-1,7118;-1,0364;-8,2666;
14,5580;-0,5132;-28,2099;3,6263;-1,7118;-1,0364;-8,2666;
14,6110;-0,5132;-28,2099;3,6263;-1,7118;-1,0364;-8,2666;
14,6110;-0,5608;-28,8376;4,4355;-1,7118;-1,0364;-8,2666;
14,6110;-0,5608;-28,8376;4,4355;-1,8684;-1,0546;-8,3390;
14,6340;-0,5608;-28,8376;4,4355;-1,8684;-1,0546;-8,3390;
14,7100;-0,5608;-28,8376;4,4355;-1,8684;-1,0546;-8,3390;
14,7100;-0,5608;-28,8376;4,4355;-1,8631;-1,0311;-8,4189;
14,7110;-0,5713;-29,3590;4,6415;-1,8631;-1,0311;-8,4189;
14,7340;-0,5713;-29,3590;4,6415;-1,8631;-1,0311;-8,4189;
14,8090;-0,5713;-29,3590;4,6415;-1,8631;-1,0311;-8,4189;
14,8090;-0,5713;-29,3590;4,6415;-1,8045;-1,0450;-8,4956;
14,8100;-0,9123;-29,8568;4,5923;-1,8045;-1,0450;-8,4956;
14,8330;-0,9123;-29,8568;4,5923;-1,8045;-1,0450;-8,4956;
14,9110;-0,9123;-29,8568;4,5923;-1,8045;-1,0450;-8,4956;
14,9120;-0,9123;-29,8568;4,5923;-1,8365;-1,0599;-8,5670;
14,9120;-1,0014;-30,4544;4,4007;-1,8365;-1,0599;-8,5670;
14,9340;-1,0014;-30,4544;4,4007;-1,8365;-1,0599;-8,5670;
14,9340;-1,0014;-30,4544;4,4007;-1,8365;-1,0599;-8,5670;
15,0140;-1,0014;-30,4544;4,4007;-1,8365;-1,0599;-8,5670;
15,0140;-1,0014;-30,4544;4,4007;-1,9196;-1,0886;-8,6373;
15,0150;-1,0436;-30,9409;4,1531;-1,9196;-1,0886;-8,6373;
15,0340;-1,0436;-30,9409;4,1531;-1,9196;-1,0886;-8,6373;
15,1150;-1,2149;-31,6562;4,7739;-1,9196;-1,0886;-8,6373;
15,1150;-1,2149;-31,6562;4,7739;-1,9196;-1,0886;-8,6373;
15,1160;-1,2149;-31,6562;4,7739;-2,0314;-1,0407;-8,7204;
15,1350;-1,2149;-31,6562;4,7739;-2,0314;-1,0407;-8,7204;
15,2150;-1,3031;-32,0341;3,7721;-2,0314;-1,0407;-8,7204;
15,2150;-1,3031;-32,0341;3,7721;-2,0314;-1,0407;-8,7204;
15,2160;-1,3031;-32,0341;3,7721;-1,8098;-0,9981;-8,8131;
15,2380;-1,3031;-32,0341;3,7721;-1,8098;-0,9981;-8,8131;
15,3060;-1,3031;-32,0341;3,7721;-1,8098;-0,9981;-8,8131;
15,3140;-1,2179;-32,6624;2,9451;-1,8098;-0,9981;-8,8131;
15,3150;-1,2179;-32,6624;2,9451;-1,8098;-0,9981;-8,8131;
15,3150;-1,2179;-32,6624;2,9451;-1,8823;-1,1014;-8,8866;
15,3370;-1,2179;-32,6624;2,9451;-1,8823;-1,1014;-8,8866;
15,4130;-1,2179;-32,6624;2,9451;-1,8823;-1,1014;-8,8866;
15,4290;-1,2179;-32,6624;2,9451;-2,0932;-1,0641;-8,9537;
15,4290;-1,3910;-33,3503;3,7758;-2,0932;-1,0641;-8,9537;
15,4370;-1,3910;-33,3503;3,7758;-2,0932;-1,0641;-8,9537;
15,5160;-1,3948;-33,6555;2,8211;-2,0932;-1,0641;-8,9537;
15,5160;-1,3948;-33,6555;2,8211;-2,0932;-1,0641;-8,9537;
15,5170;-1,3948;-33,6555;2,8211;-1,9132;-1,0183;-9,0315;
15,5380;-1,3948;-33,6555;2,8211;-1,9132;-1,0183;-9,0315;
15,6140;-1,3948;-33,6555;2,8211;-1,9132;-1,0183;-9,0315;
15,6150;-1,3948;-33,6555;2,8211;-1,8972;-1,0929;-9,1092;
15,6150;-1,5696;-34,0473;2,0893;-1,8972;-1,0929;-9,1092;
15,6390;-1,5696;-34,0473;2,0893;-1,8972;-1,0929;-9,1092;
15,6790;-1,5696;-34,0473;2,0893;-1,8972;-1,0929;-9,1092;
15,7150;-1,5696;-34,0473;2,0893;-1,8972;-1,0929;-9,1092;
15,7150;-1,5696;-34,0473;2,0893;-2,0762;-1,0950;-9,1263;
15,7160;-1,5983;-34,1441;2,3465;-2,0762;-1,0950;-9,1263;
15,7400;-1,5983;-34,1441;2,3465;-2,0762;-1,0950;-9,1263;
15,8160;-1,5983;-34,1441;2,3465;-2,0762;-1,0950;-9,1263;
15,8160;-1,5983;-34,1441;2,3465;-2,0900;-1,0279;-9,1497;
15,8170;-1,3539;-34,4451;3,1062;-2,0900;-1,0279;-9,1497;
15,8410;-1,3539;-34,4451;3,1062;-2,0900;-1,0279;-9,1497;
15,9140;-1,3539;-34,4451;3,1062;-2,0900;-1,0279;-9,1497;
15,9150;-1,3662;-34,3292;2,1622;-2,0900;-1,0279;-9,1497;
15,9150;-1,3662;-34,3292;2,1622;-1,8940;-1,0439;-9,1667;
15,9300;-1,3662;-34,3292;2,1622;-1,8940;-1,0439;-9,1667;
15,9410;-1,3662;-34,3292;2,1622;-1,8940;-1,0439;-9,1667;
16,0150;-1,3662;-34,3292;2,1622;-1,8940;-1,0439;-9,1667;
16,0160;-1,3662;-34,3292;2,1622;-2,0027;-1,0982;-9,1604;
16,0160;-1,2911;-34,3630;2,4142;-2,0027;-1,0982;-9,1604;
16,0450;-1,2911;-34,3630;2,4142;-2,0027;-1,0982;-9,1604;
16,1160;-1,2911;-34,3630;2,4142;-2,0027;-1,0982;-9,1604;
16,1160;-1,2911;-34,3630;2,4142;-2,0602;-1,0631;-9,1646;
16,1170;-1,2348;-34,5384;3,2651;-2,0602;-1,0631;-9,1646;
16,1450;-1,2348;-34,5384;3,2651;-2,0602;-1,0631;-9,1646;
16,1780;-1,2348;-34,5384;3,2651;-2,0602;-1,0631;-9,1646;
16,2160;-1,3523;-34,3761;3,3408;-2,0602;-1,0631;-9,1646;
16,2170;-1,3523;-34,3761;3,3408;-2,0602;-1,0631;-9,1646;
16,2170;-1,3523;-34,3761;3,3408;-1,9430;-1,0407;-9,1731;
16,2440;-1,3523;-34,3761;3,3408;-1,9430;-1,0407;-9,1731;
16,3040;-1,3523;-34,3761;3,3408;-1,9430;-1,0407;-9,1731;
16,3160;-1,3523;-34,3761;3,3408;-1,9430;-1,0407;-9,1731;
16,3170;-1,2245;-34,5169;3,0816;-1,9430;-1,0407;-9,1731;
16,3180;-1,2245;-34,5169;3,0816;-1,9217;-1,0599;-9,1753;
16,3470;-1,2245;-34,5169;3,0816;-1,9217;-1,0599;-9,1753;
16,4180;-1,2245;-34,5169;3,0816;-1,9217;-1,0599;-9,1753;
16,4180;-1,2245;-34,5169;3,0816;-2,0176;-1,0759;-9,1731;
16,4180;-1,1515;-34,5913;3,5257;-2,0176;-1,0759;-9,1731;
16,4470;-1,1515;-34,5913;3,5257;-2,0176;-1,0759;-9,1731;
16,5170;-0,9668;-34,7278;4,3557;-2,0176;-1,0759;-9,1731;
16,5180;-0,9668;-34,7278;4,3557;-2,0176;-1,0759;-9,1731;
16,5180;-0,9668;-34,7278;4,3557;-2,1092;-1,0599;-9,1753;
16,5450;-0,9668;-34,7278;4,3557;-2,1092;-1,0599;-9,1753;
16,5510;-0,9668;-34,7278;4,3557;-2,1092;-1,0599;-9,1753;
16,6170;-0,9668;-34,7278;4,3557;-2,1092;-1,0599;-9,1753;
16,6180;-0,9668;-34,7278;4,3557;-1,9377;-1,0077;-9,1944;
16,6180;-1,1587;-34,7113;4,3730;-1,9377;-1,0077;-9,1944;
16,6470;-1,1587;-34,7113;4,3730;-1,9377;-1,0077;-9,1944;
16,6760;-1,1587;-34,7113;4,3730;-1,9377;-1,0077;-9,1944;
16,7180;-1,1587;-34,7113;4,3730;-1,9377;-1,0077;-9,1944;
16,7190;-1,1587;-34,7113;4,3730;-1,8908;-1,0950;-9,1987;
16,7190;-1,3694;-34,7743;3,9689;-1,8908;-1,0950;-9,1987;
16,7500;-1,3694;-34,7743;3,9689;-1,8908;-1,0950;-9,1987;
16,8180;-1,3694;-34,7743;3,9689;-1,8908;-1,0950;-9,1987;
16,8190;-1,3694;-34,7743;3,9689;-2,0815;-1,1163;-9,1849;
16,8190;-0,6385;-34,6735;4,2475;-2,0815;-1,1163;-9,1849;
16,8510;-0,6385;-34,6735;4,2475;-2,0815;-1,1163;-9,1849;
16,9180;-0,6385;-34,6735;4,2475;-2,0815;-1,1163;-9,1849;
16,9190;-0,6385;-34,6735;4,2475;-2,0218;-1,0034;-9,1934;
16,9190;-1,3279;-34,7878;4,2486;-2,0218;-1,0034;-9,1934;
16,9240;-1,3279;-34,7878;4,2486;-2,0218;-1,0034;-9,1934;
16,9480;-1,3279;-34,7878;4,2486;-2,0218;-1,0034;-9,1934;
17,0190;-1,3279;-34,7878;4,2486;-2,0218;-1,0034;-9,1934;
17,0190;-1,3279;-34,7878;4,2486;-1,9366;-1,0652;-9,2008;
17,0200;-1,5265;-34,7156;4,1944;-1,9366;-1,0652;-9,2008;
17,0500;-1,5265;-34,7156;4,1944;-1,9366;-1,0652;-9,2008;
17,0500;-1,5265;-34,7156;4,1944;-1,9366;-1,0652;-9,2008;
17,1190;-1,5265;-34,7156;4,1944;-1,9366;-1,0652;-9,2008;
17,1200;-1,5265;-34,7156;4,1944;-2,0676;-1,0972;-9,1934;
17,1200;-1,3979;-34,7445;3,8913;-2,0676;-1,0972;-9,1934;
17,1520;-1,3979;-34,7445;3,8913;-2,0676;-1,0972;-9,1934;
17,1760;-1,3979;-34,7445;3,8913;-2,0676;-1,0972;-9,1934;
17,2210;-1,3979;-34,7445;3,8913;-2,0676;-1,0972;-9,1934;
17,2220;-1,3979;-34,7445;3,8913;-2,0186;-1,0311;-9,2094;
17,2220;-1,5738;-34,8936;3,8005;-2,0186;-1,0311;-9,2094;
17,2520;-1,5738;-34,8936;3,8005;-2,0186;-1,0311;-9,2094;
17,2990;-1,5738;-34,8936;3,8005;-2,0186;-1,0311;-9,2094;
17,3220;-1,5738;-34,8936;3,8005;-2,0186;-1,0311;-9,2094;
17,3220;-1,5738;-34,8936;3,8005;-1,9302;-1,0588;-9,2189;
17,3230;-1,7981;-34,9501;3,0756;-1,9302;-1,0588;-9,2189;
17,3530;-1,7981;-34,9501;3,0756;-1,9302;-1,0588;-9,2189;
17,4240;-1,7981;-34,9501;3,0756;-1,9302;-1,0588;-9,2189;
17,4240;-1,7981;-34,9501;3,0756;-2,0346;-1,0737;-9,2147;
17,4240;-1,8907;-35,0005;2,9994;-2,0346;-1,0737;-9,2147;
17,4520;-1,8907;-35,0005;2,9994;-2,0346;-1,0737;-9,2147;
17,5240;-1,8956;-34,9613;2,7030;-2,0346;-1,0737;-9,2147;
17,5240;-1,8956;-34,9613;2,7030;-2,0346;-1,0737;-9,2147;
17,5240;-1,8956;-34,9613;2,7030;-2,0378;-1,0524;-9,2136;
17,5480;-1,8956;-34,9613;2,7030;-2,0378;-1,0524;-9,2136;
17,5540;-1,8956;-34,9613;2,7030;-2,0378;-1,0524;-9,2136;
17,6230;-1,8956;-34,9613;2,7030;-2,0378;-1,0524;-9,2136;
17,6240;-1,8956;-34,9613;2,7030;-1,9675;-1,0524;-9,2147;
17,6380;-1,9687;-34,8804;2,0927;-1,9675;-1,0524;-9,2147;
17,6530;-1,9687;-34,8804;2,0927;-1,9675;-1,0524;-9,2147;
17,6710;-1,9687;-34,8804;2,0927;-1,9675;-1,0524;-9,2147;
17,7250;-1,9687;-34,8804;2,0927;-1,9675;-1,0524;-9,2147;
17,7260;-1,9687;-34,8804;2,0927;-2,0666;-1,0929;-9,2083;
17,7260;-1,6884;-34,9708;2,1261;-2,0666;-1,0929;-9,2083;
17,7550;-1,6884;-34,9708;2,1261;-2,0666;-1,0929;-9,2083;
17,8250;-1,6884;-34,9708;2,1261;-2,0666;-1,0929;-9,2083;
17,8260;-1,6884;-34,9708;2,1261;-2,0676;-1,0173;-9,2275;
17,8260;-1,6962;-34,9226;2,3250;-2,0676;-1,0173;-9,2275;
17,8540;-1,6962;-34,9226;2,3250;-2,0676;-1,0173;-9,2275;
17,9230;-1,6962;-34,9226;2,3250;-2,0676;-1,0173;-9,2275;
17,9230;-1,3947;-34,8637;1,3251;-2,0676;-1,0173;-9,2275;
17,9240;-1,3947;-34,8637;1,3251;-2,0676;-1,0173;-9,2275;
17,9240;-1,3947;-34,8637;1,3251;-1,9110;-1,0588;-9,2339;
17,9550;-1,3947;-34,8637;1,3251;-1,9110;-1,0588;-9,2339;
18,0260;-1,3947;-34,8637;1,3251;-1,9110;-1,0588;-9,2339;
18,0270;-1,3947;-34,8637;1,3251;-2,0719;-1,0950;-9,2317;
18,0270;-1,3538;-35,0503;1,8295;-2,0719;-1,0950;-9,2317;
18,0570;-1,3538;-35,0503;1,8295;-2,0719;-1,0950;-9,2317;
18,1270;-1,3538;-35,0503;1,8295;-2,0719;-1,0950;-9,2317;
18,1270;-1,3538;-35,0503;1,8295;-2,0666;-1,0332;-9,2307;
18,1280;-1,5159;-34,9455;2,5778;-2,0666;-1,0332;-9,2307;
18,1560;-1,5159;-34,9455;2,5778;-2,0666;-1,0332;-9,2307;
18,2270;-1,5159;-34,9455;2,5778;-2,0666;-1,0332;-9,2307;
18,2280;-1,5159;-34,9455;2,5778;-1,9632;-1,0726;-9,2349;
