0,0020;-0,0009;0,0262;-0,0354;-0,0154;0,0060;-0,0027;
0,0070;-0,0009;0,0262;-0,0354;-0,0154;0,0060;-0,0027;
0,0790;-0,0009;0,0262;-0,0354;0,0358;-0,0014;0,0027;
0,0790;-0,0239;0,0396;0,0914;0,0358;-0,0014;0,0027;
0,1000;-0,0239;0,0396;0,0914;0,0358;-0,0014;0,0027;
0,1080;-0,0239;0,0396;0,0914;0,0358;-0,0014;0,0027;
0,1800;-0,0239;0,0396;0,0914;0,0134;0,0028;0,0037;
0,1800;-0,0120;0,0163;0,0602;0,0134;0,0028;0,0037;
0,2000;-0,0120;0,0163;0,0602;0,0134;0,0028;0,0037;
0,2090;-0,0120;0,0163;0,0602;0,0134;0,0028;0,0037;
0,2810;-0,0014;0,0098;-0,1064;0,0134;0,0028;0,0037;
0,2810;-0,0014;0,0098;-0,1064;-0,0154;0,0049;0,0037;
0,3000;-0,0014;0,0098;-0,1064;-0,0154;0,0049;0,0037;
0,3090;-0,0014;0,0098;-0,1064;-0,0154;0,0049;0,0037;
0,3810;-0,0083;-0,0078;-0,0616;-0,0154;0,0049;0,0037;
0,3810;-0,0083;-0,0078;-0,0616;-0,0207;-0,0025;0,0005;
0,4000;-0,0083;-0,0078;-0,0616;-0,0207;-0,0025;0,0005;
0,4100;-0,0083;-0,0078;-0,0616;-0,0207;-0,0025;0,0005;
0,4810;0,0189;0,0106;0,0341;-0,0207;-0,0025;0,0005;
0,4810;0,0189;0,0106;0,0341;0,0145;-0,0014;-0,0059;
0,5010;0,0189;0,0106;0,0341;0,0145;-0,0014;-0,0059;
0,5110;0,0189;0,0106;0,0341;0,0145;-0,0014;-0,0059;
0,5810;0,0080;0,0152;0,0618;0,0145;-0,0014;-0,0059;
0,5810;0,0080;0,0152;0,0618;0,0155;-0,0014;-0,0037;
0,6010;0,0080;0,0152;0,0618;0,0155;-0,0014;-0,0037;
0,6110;0,0080;0,0152;0,0618;0,0155;-0,0014;-0,0037;
0,6820;-0,0328;-0,0036;-0,0817;0,0155;-0,0014;-0,0037;
0,6820;-0,0328;-0,0036;-0,0817;-0,0164;0,0007;0,0037;
0,7010;-0,0328;-0,0036;-0,0817;-0,0164;0,0007;0,0037;
0,7120;-0,0328;-0,0036;-0,0817;-0,0164;0,0007;0,0037;
0,7540;-0,0328;-0,0036;-0,0817;-0,0164;0,0007;0,0037;
